marka,seri,model,yil,yakit tipi,vites tipi,motor hacmi,motor gucu,kilometre,boya-degisen,takasa uygun,kimden,fiyat,url
nissan,micra,1.2 street,2016,benzin,duz,1198 cc,80 hp,47.000 km,belirtilmemis,takasa uygun degil,sahibinden,160.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-street/sahibinden-nissan-micra-1-2-street-2016-model/18441245
nissan,primera,2.0 elegance,2001,lpg & benzin,yari otomatik,1801 - 2000 cm3,126 - 150 hp,273.658 km,belirtilmemis,takasa uygun,galeriden,62.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-2-0-elegance/serhadli-dan-bakimli-nissan-primera-2-0-140-beygir-otomatik-vite/18442660
nissan,primera,1.6 tekna,2004,lpg & benzin,duz,1596 cc,109 hp,290.000 km,belirtilmemis,takasa uygun degil,sahibinden,84.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/sahibinden-nissan-primera-1-6-tekna-2004-model/18436011
nissan,micra,1.2 passion,2011,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,207.500 km,6 boyali,takasa uygun,galeriden,115.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/nigdeli-auto-dan-2011-nissan-micra-1-2-passion-benzin-otomatik/18437460
nissan,micra,1.2 match,2016,benzin,otomatik,1198 cc,80 hp,22.400 km,1 boyali,takasa uygun degil,sahibinden,188.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-match/sahibinden-nissan-micra-1-2-match-2016-model/17593687
nissan,almera,1.5 tekna,2004,lpg & benzin,duz,1498 cc,98 hp,223.000 km,"2 degisen, 3 boyali",takasa uygun,galeriden,72.950 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-almera-1-5-tekna/ankara-2-elden-2004-nissan-almera-tekna-benzin-lpg/18433409
nissan,primera,1.6 comfort,2001,lpg & benzin,duz,1597 cc,106 hp,265.000 km,belirtilmemis,takasa uygun,galeriden,70.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6-comfort/galeriden-nissan-primera-1-6-comfort-2001-model-konya/17992143
nissan,primera,1.6 comfort,2000,lpg & benzin,duz,1597 cc,100 hp,225.000 km,belirtilmemis,takasa uygun degil,sahibinden,78.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/hatasiz-primera/17993342
nissan,primera,1.6 comfort,2001,lpg & benzin,duz,1597 cc,106 hp,272.000 km,belirtilmemis,takasa uygun,galeriden,76.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-1-6-comfort/aydinlar-otomotiv-den-nissan-primera-comford-akilli-motor/18232126
nissan,note,1.5 dci tekna,2008,dizel,duz,1461 cc,86 hp,214.000 km,belirtilmemis,takasa uygun degil,sahibinden,87.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-tekna/sahibinden-nissan-note-1-5-dci-tekna-2008-model/18425672
nissan,almera,1.5 tekna,2005,benzin,duz,1498 cc,98 hp,214.000 km,"2 degisen, 10 boyali",takasa uygun degil,sahibinden,62.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2005-model/18424052
nissan,note,1.6 visia,2015,benzin,duz,1598 cc,110 hp,74.000 km,belirtilmemis,takasa uygun degil,sahibinden,213.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-6-visia/sahibinden-nissan-visia-2015-model-1-2-ihtiyactan-dolayi-acil-satilik/18422304
nissan,micra,1.2 tekna,2005,lpg & benzin,duz,1240 cc,80 hp,194.000 km,"1 degisen, 6 boyali",takasa uygun,sahibinden,77.400 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-nissan-micra-1-2-tekna-dolu-modeli-2005-manuel-vites/13309901
nissan,micra,1.2 tekna,2005,benzin,duz,1240 cc,80 hp,87.000 km,"2 degisen, 7 boyali",takasa uygun degil,sahibinden,82.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-nissan-micra-1-2-tekna-2005-model/17121109
nissan,maxima,2.0 qx,1996,lpg & benzin,duz,1995 cc,140 hp,457.000 km,belirtilmemis,takasa uygun degil,sahibinden,50.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-maxima-2-0-qx/sahibinden-nissan-maxima-2-0-qx-1996-model/18419240
nissan,note,1.5 dci tekna,2008,dizel,duz,1461 cc,86 hp,187.000 km,belirtilmemis,takasa uygun,sahibinden,99.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-tekna/sahibinden-nissan-note-1-5-dci-tekna-pazarlik-ve-takas-var/18415125
nissan,micra,1.0 ig-t platinum premium,2020,benzin,yari otomatik,,,29.900 km,tamami orjinal,takasa uygun degil,sahibinden,254.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-0-ig-t-platinum-premium/sahibinden-nissan-micra-1-0-ig-t-platinum-premium-2020-model/18416373
nissan,primera,1.6 visia,2006,lpg & benzin,duz,1596 cc,109 hp,224.000 km,belirtilmemis,takasa uygun degil,sahibinden,85.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-visia/degisensiz-hasar-kayitsiz-sahibinden-satlik/16497011
nissan,micra,1.2 tekna,2007,lpg & benzin,otomatik,1240 cc,80 hp,195.000 km,2 degisen,takasa uygun,sahibinden,85.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/nissan-micra-2007-model-1-2-tekna-paket/16405339
nissan,almera,1.5 tekna,2007,lpg & benzin,duz,1498 cc,98 hp,238.000 km,belirtilmemis,takasa uygun,sahibinden,85.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2007-model/18415817
nissan,pulsar,1.2 tekna,2017,benzin,otomatik,1197 cc,115 hp,25.000 km,tamami orjinal,takasa uygun degil,sahibinden,210.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-pulsar-1-2-tekna/sahibinden-nissan-pulsar-1-2-tekna-2017-model/16409773
nissan,note,1.5 dci visia,2006,benzin,duz,,,242.500 km,belirtilmemis,takasa uygun degil,sahibinden,95.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-visia/sahibinden-nissan-note-1-6-tekna/17961441
nissan,primera,1.6 tekna,2006,lpg & benzin,duz,1596 cc,109 hp,192.000 km,tamami boyali,takasa uygun,sahibinden,60.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/sahibinden-nissan-primera-1-6-tekna-2006-model/18412508
nissan,micra,1.2 tekna,2003,benzin,otomatik,1240 cc,80 hp,137.000 km,3 degisen,takasa uygun degil,sahibinden,96.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-otomatik-nissan-micra-1-2-tekna-2003-model/18411227
nissan,primera,1.6 tekna,2005,lpg & benzin,duz,1596 cc,109 hp,255.000 km,9 boyali,takasa uygun degil,sahibinden,88.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/sahibinden-nissan-primera-1-6-tekna-2005-model/18411810
nissan,primera,1.6 visia,2004,lpg & benzin,duz,1596 cc,109 hp,256.000 km,tamami boyali,takasa uygun,sahibinden,70.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-visia/sahibinden-nissan-primera-1-6-visia-2004-model/17977022
nissan,primera,1.6 visia,2003,lpg & benzin,duz,1596 cc,109 hp,219.000 km,"1 degisen, 9 boyali",takasa uygun degil,sahibinden,76.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-visia/sahibinden-nissan-primera-1-6-visia-2003-model/17972153
nissan,micra,1.2 passion,2010,benzin,otomatik,1240 cc,80 hp,92.000 km,tamami orjinal,takasa uygun degil,sahibinden,140.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-passion/sahibinden-nissan-micra-1-2-passion-2010-model/18407562
nissan,note,1.6 tekna,2006,benzin,duz,1598 cc,110 hp,125.000 km,belirtilmemis,takasa uygun degil,sahibinden,112.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-6-tekna/sahibinden-nissan-note-1-6-tekna-2006-model/17980137
nissan,nx coupe,1.6,1991,lpg & benzin,duz,1401 - 1600 cm3,76 - 100 hp,278.000 km,belirtilmemis,takasa uygun,galeriden,55.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-nx-coupe-1-6/kuzey-motors-mersin-den-nissan-nx-coupe-1-6-cabrio-2002-cikisli/17945646
nissan,almera,1.5 tekna,2006,lpg & benzin,duz,1498 cc,98 hp,185.000 km,4 boyali,takasa uygun,sahibinden,92.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2006-model/18407777
nissan,micra,1.2 tekna,2007,lpg & benzin,otomatik,1240 cc,80 hp,166.000 km,belirtilmemis,takasa uygun,galeriden,119.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/2007-nissan-micra-senetle-taksitlendirme-secenegimiz-vardir/17815363
nissan,micra,1.2 passion,2007,benzin,duz,1240 cc,80 hp,174.500 km,"1 degisen, 4 boyali",takasa uygun degil,sahibinden,89.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-passion/sahibinden-nissan-micra-1-2-passion-2007-model-ankara/17596420
nissan,primera,1.6 comfort,2000,lpg & benzin,duz,1597 cc,100 hp,308.000 km,belirtilmemis,takasa uygun,sahibinden,70.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/ter-temiz-primera/18404992
nissan,primera,1.6 lx,1992,lpg & benzin,duz,1597 cc,90 hp,330.000 km,1 boyali,takasa uygun degil,sahibinden,52.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-lx/sahibinden-nissan-primera-1-6-lx-1992-model/18400592
nissan,primera,2.0 se,1995,lpg & benzin,duz,,,192.000 km,belirtilmemis,takasa uygun degil,sahibinden,39.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-se/sahibinden-nissan-primera-2-0-se-1995-model/18403023
nissan,maxima,2.0 qx,2004,lpg & benzin,otomatik,1995 cc,140 hp,252.000 km,"2 degisen, 9 boyali",takasa uygun,galeriden,111.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-maxima-2-0-qx/oz-guneysu-dan-xenon-otomatik-2004-nissan-maxima-2-0-qx-lpg-li/17962467
nissan,primera,2.0 se,1997,lpg & benzin,duz,1998 cc,130 hp,370.000 km,tamami boyali,takasa uygun degil,sahibinden,65.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-se/sahibinden-nissan-primera-2-0-se-1997-model/18399885
nissan,primera,1.6 comfort,2001,lpg & benzin,duz,1597 cc,106 hp,290.000 km,belirtilmemis,takasa uygun,sahibinden,77.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/sahibinden-nissan-primera-1-6-comfort-2001-model/16324990
nissan,primera,2.0 se,1997,lpg & benzin,duz,1998 cc,130 hp,260.000 km,"2 degisen, 6 boyali",takasa uygun,sahibinden,48.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-se/sahibinden-nissan-primera-2-0-se-1997-model/18395235
nissan,almera,1.5 comfort,2001,lpg & benzin,duz,1497 cc,90 hp,247.500 km,"3 degisen, 1 boyali",takasa uygun degil,sahibinden,86.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-comfort/sahibinden-nissan-almera-1-5-comfort-2001-model/17953737
nissan,primera,1.6 visia,2004,benzin,duz,1596 cc,109 hp,180.000 km,"1 degisen, 7 boyali",takasa uygun degil,sahibinden,93.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-visia/sahibinden-nissan-primera-1-6-visia-2004-model/17512550
nissan,almera,1.5 luxury,2001,lpg & benzin,duz,1497 cc,90 hp,288.000 km,belirtilmemis,takasa uygun degil,sahibinden,68.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-luxury/sahibinden-nissan-almera-1-5-luxury-2001-model/18393131
nissan,note,1.5 dci tekna,2013,dizel,duz,1461 cc,90 hp,199.000 km,belirtilmemis,takasa uygun degil,sahibinden,155.250 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-tekna/sahibinden-nissan-note-1-5-dci-tekna-2013-model/18388573
nissan,primera,1.6 comfort,2000,lpg & benzin,duz,1597 cc,100 hp,206.000 km,belirtilmemis,takasa uygun degil,sahibinden,72.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/japon-mersedesi-nissan-primera-abs-dijital-klima/17949100
nissan,note,1.2 visia,2014,benzin,duz,1198 cc,80 hp,52.000 km,belirtilmemis,takasa uygun degil,sahibinden,125.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-2-visia/sahibinden-nissan-note-1-2-visia-2014-model/17952898
nissan,primera,1.6 visia,2004,benzin,duz,1596 cc,109 hp,211.000 km,"1 degisen, 2 boyali",takasa uygun,sahibinden,94.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-visia/sahibinden-nissan-primera-1-6-visia-2004-model/18387272
nissan,primera,2.0 td luxe,2000,dizel,duz,1974 cc,90 hp,265.000 km,"3 degisen, 6 boyali",takasa uygun,galeriden,47.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-2-0-td-luxe/galeriden-nissan-primera-2-0-td-luxe-2000-model-konya/18307105
nissan,micra,1.3 gx,1998,lpg & benzin,otomatik,1275 cc,75 hp,258.000 km,belirtilmemis,takasa uygun degil,sahibinden,57.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-3-gx/sahibinden-nissan-micra-1-3-gx-1998-model/18386065
nissan,primera,1.6 comfort,2000,lpg & benzin,duz,1597 cc,100 hp,300.000 km,tamami orjinal,takasa uygun degil,sahibinden,67.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-comfort/sahibinden-nissan-primera-1-6-comfort-2000-model/18381700
nissan,primera,1.6 tekna,2006,lpg & benzin,duz,1596 cc,109 hp,357.000 km,belirtilmemis,takasa uygun,sahibinden,67.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/sahibinden-nissan-primera-1-6-tekna-2006-model-hatay/15553348
nissan,micra,1.2 tekna,2005,benzin,otomatik,1201 - 1400 cm3,76 - 100 hp,129.000 km,belirtilmemis,takasa uygun degil,galeriden,117.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-tekna/otomix-2005-nissan-micra-tekna-tam-otomatik-sadece-129000-km/18383503
nissan,note,1.5 dci visia,2008,dizel,duz,,,155.000 km,belirtilmemis,takasa uygun degil,sahibinden,130.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-visia/gelen-alir-sahibinden-nissan-note-1-5-dci-visia-2008-model-son-1-gun-kullanan-lar-bilir-nasil-bir-ar/17887000
nissan,primera,1.6 slx,1998,lpg & benzin,duz,1597 cc,100 hp,299.000 km,tamami orjinal,takasa uygun degil,sahibinden,56.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-slx/sahibinden-nissan-primera-1-6-slx-1998-model/18375842
nissan,primera,1.6 slx,1997,lpg & benzin,duz,1597 cc,100 hp,250.000 km,belirtilmemis,takasa uygun,sahibinden,57.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-slx/sahibinden-nissan-primera-1-6-slx-1997-model/18374868
nissan,primera,2.0 se,1997,lpg & benzin,duz,1998 cc,130 hp,135.500 km,belirtilmemis,takasa uygun degil,sahibinden,68.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-0-se/sahibinden-nissan-primera-2-0-se-1997-model/18376641
nissan,micra,1.2 tekna,2012,benzin,otomatik,1198 cc,80 hp,126.000 km,"1 degisen, 1 boyali",takasa uygun degil,sahibinden,155.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-sitenin-en-uygunu-nissan-micra-1-2-tekna-2012-model/18377171
nissan,micra,1.2 match,2018,benzin,yari otomatik,1200 cm3' e kadar,76 - 100 hp,43.000 km,belirtilmemis,takasa uygun,galeriden,183.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-match/simsekler-otomotiv-den-1-2-match-nissan-micra/18317738
nissan,laurel altima,2.0,1991,lpg & benzin,duz,1801 - 2000 cm3,76 - 100 hp,139.000 km,belirtilmemis,takasa uygun,sahibinden,76.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-laurel-altima-2-0/sahibinden-nissan-laurel-altima-2-0-1991-model/18369794
nissan,primera,1.6 special edition,1999,lpg & benzin,duz,1597 cc,100 hp,239.000 km,1 degisen,takasa uygun degil,sahibinden,62.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-special-edition/sahibinden-nissan-primera-1-6-special-edition-1999-model/18367974
nissan,micra,1.3 gx,1997,lpg & benzin,otomatik,,,177.000 km,tamami boyali,takasa uygun degil,sahibinden,53.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-3-gx/sahibinden-nissan-micra-1-3-gx-1997-model/18367328
nissan,primera,2.2 td,2004,dizel,duz,2184 cc,138 hp,403.000 km,belirtilmemis,takasa uygun degil,sahibinden,68.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-2-2-td/sahibinden-nissan-primera-2-2-td-2004-model/17930287
nissan,note,1.5 dci platinum,2014,dizel,otomatik,,,220.000 km,belirtilmemis,takasa uygun degil,sahibinden,230.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-platinum/nissan-ful-ful-dizel-otomatik/18364071
nissan,note,1.5 dci tekna,2014,dizel,duz,1461 cc,90 hp,124.000 km,"1 degisen, 3 boyali",takasa uygun,sahibinden,141.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-tekna/sahibinden-123-de-nissan-note-1-5-dci-tekna-2014-model-istanbul/18362930
nissan,primera,2.0 gt,1998,lpg & benzin,duz,1998 cc,150 hp,380.000 km,belirtilmemis,takasa uygun,galeriden,62.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-primera-2-0-gt/1998-2-0-16-valf-gt-en-dolusu-pert-kayitsiz/18363662
nissan,note,1.5 dci tekna,2012,dizel,duz,,,220.800 km,belirtilmemis,takasa uygun degil,sahibinden,165.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-tekna/sahibinden-acil-satilik-nissan-qashqai-2012-model-1-5-dizel-tekna-paket/18361579
nissan,primera,1.6 tekna,2006,benzin,duz,1596 cc,109 hp,170.000 km,6 boyali,takasa uygun degil,sahibinden,87.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/sahibinden-nissan-primera-1-6-tekna-2006-model/18359628
nissan,almera,1.5 tekna,2006,lpg & benzin,duz,1498 cc,98 hp,200.000 km,belirtilmemis,takasa uygun degil,sahibinden,97.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2006-model/18359615
nissan,micra,1.2 passion,2007,benzin,otomatik,1240 cc,80 hp,145.000 km,belirtilmemis,takasa uygun,galeriden,112.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-2-passion/temiz-ve-diri-bir-arac/18330276
nissan,micra,1.2 match,2017,benzin,otomatik,1198 cc,80 hp,62.000 km,tamami orjinal,takasa uygun degil,sahibinden,191.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-match/sahibinden-nissan-micra-1-2-match-2017-model/18360287
nissan,note,1.6 tekna,2008,benzin,otomatik,1598 cc,110 hp,223.000 km,12 boyali,takasa uygun degil,sahibinden,130.900 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-6-tekna/sahibinden-nissan-note-1-6-tekna-2008-model/18360327
nissan,almera,1.5 comfort,2001,lpg & benzin,duz,1401 - 1600 cm3,76 - 100 hp,250.000 km,belirtilmemis,takasa uygun,galeriden,67.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-almera-1-5-comfort/ayastan-almera/18361150
nissan,micra,1.6 c+c,2006,benzin,duz,1401 - 1600 cm3,101 - 125 hp,198.000 km,belirtilmemis,takasa uygun,galeriden,100.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-micra-1-6-c-c/nissan-micra-yuksek-model-arac-ile-takas-olur/18357076
nissan,primera,1.6 slx,1997,lpg & benzin,duz,1597 cc,100 hp,293.500 km,belirtilmemis,takasa uygun degil,sahibinden,67.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-slx/sahibinden-nissan-primera-1-6-slx-1997-modell/18355578
nissan,note,1.5 dci tekna,2008,dizel,duz,1461 cc,86 hp,182.000 km,belirtilmemis,takasa uygun degil,sahibinden,112.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-tekna/sahibinden-nissan-note-1-5-dci-tekna-2008-model/18354787
nissan,note,1.6 tekna,2008,lpg & benzin,otomatik,1598 cc,110 hp,205.000 km,belirtilmemis,takasa uygun,galeriden,121.700 TL,https://www.arabam.comhttps://www.arabam.com/ilan/galeriden-satilik-nissan-note-1-6-tekna/ugurlu-2008-nissan-tekna-1-6-otomatik-hatasiz-ayarinda/18271963
nissan,micra,1.2 tekna,2004,benzin,duz,1240 cc,80 hp,217.000 km,belirtilmemis,takasa uygun,sahibinden,85.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-tekna/sahibinden-nissan-micra-1-2-tekna-2004-model/18349495
nissan,primera,1.6 visia,2007,lpg & benzin,duz,1596 cc,109 hp,236.000 km,belirtilmemis,takasa uygun,sahibinden,82.750 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-visia/sahibinden-nissan-primera-1-6-visia-2007-model/17627582
nissan,note,1.4 tekna,2007,benzin,duz,1386 cc,88 hp,153.000 km,belirtilmemis,takasa uygun degil,sahibinden,127.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-4-tekna/sahibinden-nissan-note-1-4-tekna-2007-model/18348627
nissan,sunny,1.6 slx,1991,lpg & benzin,duz,1597 cc,90 hp,219.000 km,3 degisen,takasa uygun degil,sahibinden,43.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-sunny-1-6-slx/sahibinden-nissan-sunny-1-6-slx-1991-model/18346464
nissan,primera,1.6 slx,1997,lpg & benzin,duz,1597 cc,100 hp,270.000 km,belirtilmemis,takasa uygun degil,sahibinden,61.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-slx/1997-nissan-primera-1-6-slx/18347308
nissan,almera,1.5 tekna,2006,lpg & benzin,duz,1498 cc,98 hp,219.000 km,1 boyali,takasa uygun degil,sahibinden,77.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-almera-1-5-tekna/sahibinden-nissan-almera-1-5-tekna-2006-model/18346752
nissan,primera,1.6 slx,1997,lpg & benzin,duz,1597 cc,100 hp,270.000 km,belirtilmemis,takasa uygun degil,sahibinden,61.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-slx/1997-nissan-primera-1-6-slx/13798701
nissan,primera,1.6 slx,1997,lpg & benzin,duz,1597 cc,100 hp,270.000 km,belirtilmemis,takasa uygun degil,sahibinden,60.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-slx/1997-nissan-primera-1-6-slx/17474899
nissan,bluebird,,1994,lpg & benzin,duz,,,350.000 km,belirtilmemis,takasa uygun degil,sahibinden,28.999 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-bluebird/sahibinden-nissan-bluebird-1994-model/18338525
nissan,primera,1.6 tekna,2005,benzin,duz,1596 cc,109 hp,279.800 km,belirtilmemis,takasa uygun degil,sahibinden,90.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-primera-1-6-tekna/sahibinden-nissan-primera-1-6-tekna-2005-model/18339530
nissan,note,1.4 visia,2007,benzin,duz,1386 cc,88 hp,132.000 km,"1 degisen, 9 boyali",takasa uygun degil,sahibinden,87.500 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-4-visia/sahibinden-nissan-note-1-4-visia-2007-model/18342005
nissan,micra,1.2 punch,2012,benzin,duz,1198 cc,80 hp,79.000 km,belirtilmemis,takasa uygun degil,sahibinden,135.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-micra-1-2-punch/sahibinden-nissan-micra-1-2-punch-2012-model/18342539
nissan,note,1.5 dci tekna,2012,dizel,duz,1461 cc,103 hp,220.800 km,tamami orjinal,takasa uygun degil,sahibinden,158.000 TL,https://www.arabam.comhttps://www.arabam.com/ilan/sahibinden-satilik-nissan-note-1-5-dci-tekna/sahibinden-acil-satilik-nissan-qashqai-1-5-dci-qashqai-2012-model/18340646
